latitude,longitude,result_city
49.1,-122.65,langley (canada)
47.4236111,-120.3091667,wenatchee
53.50754,-2.391199,worsley&#44 manchester (uk/england)
41.7880556,-71.9502778,brooklyn
41.9083333,-71.3625,south attleboro
42.6522222,-78.8972222,eden
53.5,-2.216667,manchester (uk/england)
45.3733333,-84.9552778,petoskey
28.192944,-80.611006,satellite point (near&#44 midway between orlando &amp; boca)
50.71505,-1.987248,poole&#44 dorset (uk/england)
64.8377778,-147.7163889,fairbanks
45.5236111,-122.675,portland
44.5647222,-123.2608333,corvallis (10 miles south of)
39.734645,-121.573318,paradiseand/pentz (nne on hwy 70 near hwy 191 cutoff to)
39.7286111,-121.8363889,chico
40.5866667,-122.3905556,redding
36.9613889,-120.0597222,madera (17 mi. e. of&#44  near hensley lake)
61.5997222,-149.1127778,palmer
61.5813889,-149.4394444,wasilla
32.0872222,-93.6205556,carmel (i-49)
35.9605556,-83.9208333,knoxville
51.374313,-1.001312,beech hill&#44 berkshire (uk/england)
28.6275,-81.3633333,maitland
41.794367,-73.398311,kent/warren (between; on rte 341)
28.6275,-81.3633333,maitland
20.023056,-155.671667,kamuela
35.6869444,-105.9372222,santa fe
33.3527778,-111.7883333,gilbert
44.2911111,-105.5016667,gillette
47.7741667,-96.6077778,crookston
33.6144444,-93.8133333,fulton
51.083333,-114.083333,calgary (canada)
44.8175,-73.2897222,north hero
36.175,-115.1363889,las vegas
34.2477778,-88.9986111,pontotoc
37.5058333,-77.6494444,midlothian
34.2477778,-88.9986111,pontotoc
40.2969444,-111.6938889,orem
40.2338889,-111.6577778,provo
39.1619444,-84.4569444,cincinnati
35.223141,-93.157953,daedanelle
34.4208333,-119.6972222,santa barbara
41.9125,-88.1347222,carol stream
43.0494444,-88.0075,wauwatosa
30.4752778,-98.1561111,spicewood
39.0541667,-84.0530556,williamsburg
47.7883333,-122.3075,mountlake terrace (seattle)
41.5875,-109.2022222,rock springs
37.6922222,-97.3372222,wichita
37.5958333,-122.0180556,union city
33.9533333,-117.3952778,riverside
36.0397222,-114.9811111,henderson
36.0443,14.251222,gozo island (malta)
51.514125,-0.093689,london (uk/england)
39.6402778,-106.3736111,vail
-24.866211,152.3479,bundaberg (australia)
41.9666667,-71.4333333,cumberland
41.85,-87.65,chicago
30.450478,-93.433219,dequency
37.6941667,-122.0852778,castro valley
32.7833333,-96.8,dallas
39.7294444,-104.8313889,aurora
48.0797222,-123.1005556,sequim
28.5380556,-81.3794444,orlando
26.0027778,-80.2241667,pembroke pines
33.8302778,-116.5444444,palm springs
30.1763889,-85.8055556,panama city beach
47.2344444,-119.8513889,quincy
34.048928,-111.093731,chandigargh (india)
41.4588889,-93.0355556,otley
27.8002778,-97.3961111,corpus christi
34.2783333,-119.2922222,ventura
36.175,-115.1363889,las vegas
34.0522222,-118.2427778,los angeles
33.3697222,-80.8372222,rowesville
33.003721,-82.408594,louisville
32.59,-81.5041667,newington
34.2575,-88.7033333,tupelo
44.7444444,-68.8375,hampden
42.24115,-83.612994,ypslianti
32.2205556,-98.2019444,stephenville
29.9544444,-90.075,new orleans
34.7697222,-84.9702778,dalton
42.1013889,-72.5902778,springfield
25.7738889,-80.1938889,miami
39.9625,-76.7280556,york
34.0522222,-118.2427778,los angeles (lax)
53.832193,-110.402059,frog lake (canada)
29.4238889,-98.4933333,san antonio
34.9158333,-85.1091667,ringgold
32.2205556,-98.2019444,stephenville
32.2205556,-98.2019444,stephenville
33.7222222,-116.3736111,palm desert
30.9469444,-97.5383333,salado
32.2205556,-98.2019444,stephenville
30.6647222,-97.9222222,liberty hill
28.5380556,-81.3794444,orlando (70 miles north of)
31.968599,-99.901813,baird/putnam on i-20
44.8508333,-93.7866667,waconia
30.6647222,-97.9222222,liberty hill
37.3394444,-121.8938889,san jose
32.895,-97.5455556,azle
53.438116,0.109506,conisholme (uk/england)
28.6905556,-95.9672222,matagorda
52.97894,-0.026577,boston&#44 lincolnshire (uk/england)
34.1063889,-117.5922222,rancho cucamonga
44.0247222,-88.5425,oshkosh
38.6175,-90.3491667,brentwood
33.8169444,-81.1011111,gaston
34.3188889,-78.5002778,lake waccamaw
39.3716667,-121.205,dobbins
35.4736111,-81.2547222,lincolnton
32.7252778,-97.3205556,fort worth
30.0969444,-95.6158333,tomball
21.335391,-158.056896,kapolei
27.2936111,-80.3505556,port saint lucie
40.015,-105.27,boulder
26.3013889,-98.1630556,edinburg
26.5625,-81.9497222,cape coral
29.1380556,-80.9958333,port orange
58.3019444,-134.4197222,juneau
26.5625,-81.9497222,cape coral
39.3638889,-76.4525,nottingham
35.0525,-83.1969444,highlands
12.916517,79.132499,vellore (india)
29.1869444,-82.1402778,ocala
34.5861111,-94.2394444,mena
35.2783333,-93.1336111,russellville
51.921667,4.481111,rotterdam (netherlands)
35.8455556,-86.3902778,murfreesboro
41.3775,-71.8277778,westerly
45.5727778,-93.2241667,cambridge
37.9508333,-78.2466667,troy
28.3858333,-80.7422222,cocoa
40.130382,-75.514913,phoenixville/kimberton
43.5680556,-71.0305556,wakefield
39.195,-94.6819444,parkville
38.3566667,-121.9866667,vacaville
41.4825,-73.41,brookfield
41.1544444,-96.0419444,papillion
41.1669444,-73.2052778,bridgeport
51.266667,-0.083333,caterham (uk/england)
35.1997222,-87.0308333,pulaski
41.1669444,-73.2052778,bridgeport
41.6977778,-72.7241667,newington
40.8558333,-73.2011111,smithtown
43.1775,-83.7341667,clio
44.2508333,-72.7613889,moretown
43.1633333,-87.9644444,brown deer
38.5816667,-121.4933333,sacramento
35.7477778,-95.3694444,muskogee
43.55,-96.7,sioux falls (outskirts of)
34.0211111,-118.3955556,culver city
36.1055556,-79.5425,gibsonville
37.3058333,-89.5180556,cape girardeau
44.9341667,-68.6458333,old town
34.9247222,-81.0252778,rock hill
33.9383333,-78.7333333,longs
40.8894444,-111.88,bountiful
31.1997222,-83.8736111,funston
42.085,-76.0541667,vestal
49.25,-123.133333,vancouver (canada)
44.9902778,-123.025,keizer
39.9611111,-82.9988889,columbus
42.9802778,-88.6311111,rome
43.7730556,-88.4469444,fond du lac
43.8441667,-88.96,green lake
43.8836111,-89.4933333,westfield
40.6366667,-74.9102778,clinton
43.4277778,-89.15,doylestown
43.0730556,-89.4011111,madison
43.5197222,-114.3144444,hailey
36.119859,-80.073653,kernesville
34.1222222,-117.5972222,alta loma
33.0369444,-117.2911111,encinitas
41.5736111,-75.5022222,carbondale
34.2572222,-118.6002778,chatsworth
34.1705556,-118.8366667,thousand oaks
24.5552778,-81.7827778,key west
41.9038889,-72.4702778,ellington
43.1433333,-77.1894444,marion
26.9758333,-82.0908333,port charlotte
39.0838889,-77.1530556,rockville
40.2452778,-75.65,pottstown
26.5625,-81.9497222,cape coral
29.8897222,-98.425,spring branch
32.514947,-117.038247,tijuana (mexico)
38.6272222,-90.1977778,st. louis (30 miles south of)
27.4122222,-82.6591667,longboat key
-37.813938,144.963425,melbourne (vic&#44 australia)
21.161908,-86.851528,cancun (mexico)
36.115131,-115.17275,las vegas blvd.
52.166667,-2.166667,worcester (midlands) (uk/england)
34.0522222,-118.2427778,los angeles
32.3361111,-81.3916667,guyton
39.0638889,-108.55,grand junction
43.4391667,-70.7747222,sanford
54.913811,9.792178,sonderborg (denmark)
41.2411111,-77.0013889,williamsport
43.3727778,-95.1236111,arnolds park
45.1230556,-92.5363889,new richmond
52.833333,-2.0,stafford (uk/england)
40.8263889,-74.1072222,rutherford
-37.813938,144.963425,melbourne (vic&#44 australia)
34.2827778,-84.7452778,white
20.999905,-156.667884,kapula bay (maui)
40.0580556,-82.4013889,newark
42.2347222,-88.9488889,cherry valley
42.2966667,-89.6211111,freeport (north of)
44.0463889,-123.0208333,springfield
48.783333,-123.7,duncan (canada)
-34.45002,150.445724,mittagong (australia)
29.5613889,-98.2266667,cibolo
34.7730556,-80.3919444,pageland
27.7177778,-82.3519444,sun city center
48.55,-109.6833333,havre
47.9130556,-122.0969444,snohomish
40.8788889,-73.1572222,st. james
38.7316667,-82.9977778,portsmouth
32.9544444,-97.0147222,coppell
40.8358333,-78.8766667,smithport
34.4263889,-117.3,hesperia
46.0038889,-112.5338889,butte
33.6125,-117.7119444,laguna hills
42.2625,-71.8027778,worcester
34.8697222,-111.7602778,sedona
52.55,-1.533333,oldbury (uk/england)
39.7155556,-82.9530556,ashville
13.559959,-89.260975,san jose villanueva (el salvador)
37.8772222,-122.1786111,orinda
12.971599,77.594563,bangalore (india)
41.9375,-70.0333333,wellfleet
33.9191667,-118.4155556,el segundo
33.8847222,-118.41,manhattan beach
33.4222222,-111.8219444,mesa
39.2038889,-94.5544444,gladstone
42.6388889,-83.2911111,pontiac
38.1838889,-83.4327778,morehead
25.7738889,-80.1938889,miami
37.8172222,-96.8619444,el dorado
40.7138889,-73.5594444,east meadow
36.1538889,-95.9925,tulsa
28.835,-95.6644444,sargent
45.3841667,-122.7627778,tualatin
30.8325,-83.2786111,valdosta
38.9458333,-105.2888889,florissant
37.6819444,-121.7669444,livermore
40.6408333,-74.3111111,clark
35.1494444,-90.0488889,memphis
35.6233333,-95.9602778,okmulgee
29.4238889,-98.4933333,san antonio
34.6980556,-118.1358333,lancaster
40.0483333,-86.4691667,lebanon
43.0797222,-78.0641667,byron
40.4841667,-88.9936111,bloomington
51.360163,1.432038,broadstairs (uk/england
34.0522222,-118.2427778,los angeles
34.7302778,-86.5861111,huntsville
26.7052778,-80.0366667,palm beach
29.5916667,-82.0875,hawthorne
34.9888889,-90.0125,southaven
39.9522222,-75.1641667,philadelphia
34.6294444,-92.4411111,alexander
34.3380556,-84.3766667,ball ground
-6.8,39.283333,dar es salaam (tanzania)
50.7967,-1.083333,portsmouth (uk/england)
41.82052,-71.512617,johnston
40.4155556,-74.1913889,hazlet
45.5236111,-122.675,portland
33.5386111,-112.1852778,glendale
42.983333,-81.25,london (canada)
40.057838,-74.137183,brick
51.782296,-1.314047,oxfordshire (uk/england)
44.1994444,-87.7213889,francis creek
40.5575,-74.285,woodbridge
47.6063889,-122.3308333,seattle
33.9472222,-118.0844444,santa fe springs
42.1666667,-83.7816667,saline
42.8863889,-78.8786111,buffalo
21.335391,-158.056896,kapolei
37.0833333,-88.6,paducah
44.3530556,-121.1766667,terrebonne
35.7211111,-77.9158333,wilson
48.4213889,-122.3327778,mount vernon
37.9319444,-121.6947222,brentwood
34.7463889,-92.2894444,little rock (south of)
39.3641667,-74.4233333,atlantic city
40.7791667,-72.9158333,brookhaven
41.787571,-73.677166,millbrook and pleasant valley
41.4825,-73.41,brookfield
30.4211111,-87.2169444,pensacola
35.6225,-117.67,ridgecrest
39.9611111,-82.9988889,columbus
41.4813889,-73.2136111,southbury
42.8122222,-114.8977778,hagerman
47.480987,-118.254419,odessa/harrington
31.5783333,-84.1558333,albany
-33.899808,151.184523,erskineville (sydney) (australia)
38.414444,-122.373889,yountville/oakville
32.3413889,-90.3216667,clinton
34.1808333,-118.3080556,burbank
45.7763889,-92.6825,grantsburg
43.0116667,-88.2313889,waukesha
41.8316667,-90.8380556,wheatland
41.8316667,-90.8380556,wheatland
42.3266667,-122.8744444,medford
51.65,-0.266667,borehamwood (uk/england)
56.166667,-3.75,clackmannanshire (forth valley) (uk/scotland)
28.8002778,-81.2733333,sanford
45.3575,-122.6055556,oregon city
25.9327778,-80.1627778,north miami beach
27.9472222,-82.4586111,tampa
34.0522222,-118.2427778,los angeles
36.778261,-119.417932,dumont dune national park
39.8208333,-84.0194444,fairborn
33.0183333,-80.1758333,summerville
29.9838889,-90.1527778,metairie
33.7358333,-118.2913889,san pedro
40.8894444,-111.88,bountiful
33.6602778,-117.9983333,huntington beach
33.5091667,-111.8983333,scottsdale
51.514125,-0.093689,london (uk/england)
33.4483333,-112.0733333,phoenix
42.0986111,-75.9183333,binghamton
41.1536111,-81.3580556,kent
34.0522222,-118.2427778,los angeles
29.7630556,-95.3630556,houston
-22.9083,-43.197077,rio de janeiro (brazil)
46.5927778,-112.0352778,helena
35.4105556,-80.8430556,huntersville
43.1158333,-72.1975,marlow
39.8441667,-77.5586111,mont alto
46.4166667,-117.0166667,lewiston (near)
33.94,-118.1316667,downey
45.8919444,-123.9602778,cannon beach
45.3575,-122.6055556,oregon city
47.6063889,-122.3308333,seattle
-23.697479,133.883621,alice springs  (nt&#44 australia)
41.31,-122.3094444,mount shasta
34.0522222,-118.2427778,los angeles
36.0330556,-86.7827778,brentwood
37.3688889,-122.0352778,sunnyvale
41.3947222,-73.4544444,danbury
33.5225,-117.7066667,laguna niguel
32.0766667,-111.3130556,three points (kitt peak observatory)
41.7672222,-75.0566667,callicoon
42.865,-71.3744444,londonderry
69.649205,18.955324,troms&oslash; (norway)
32.2216667,-110.9258333,tucson
34.7302778,-86.5861111,huntsville
64.7511111,-147.3494444,north pole
34.0122222,-117.6880556,chino
51.270016,-87.353901,lake makokibatan (canada)
32.7152778,-117.1563889,san diego (pe&ntilde;asquitos)
51.594529,-1.234521,easthagbourne&#44 oxfordshire (uk/england)
47.6816667,-122.2075,kirkland
27.8713889,-81.7152778,alturas (se of)
43.666667,-79.416667,toronto (canada)
47.6063889,-122.3308333,seattle
32.7152778,-117.1563889,san diego
45.443299,-93.589962,zimmerman
41.24119,-77.001079,selinsgrove/williamsport (between&#44 on route 15)
35.562755,-83.498498,clingman&#39s dome (great smoky mountains national park)
51.083333,-114.083333,calgary (canada)
30.4783333,-90.0375,abita springs
37.9513889,-86.7677778,tell city
42.2711111,-89.0938889,rockford
42.2711111,-89.0938889,rockford
42.2711111,-89.0938889,rockford
42.2711111,-89.0938889,rockford
42.2711111,-89.0938889,rockford
34.6980556,-118.1358333,lancaster
34.6980556,-118.1358333,lancaster
32.7252778,-97.3205556,fort worth
51.983495,5.742053,renkum (netherlands)
47.6794444,-122.8969444,brinnon
45.9266667,-116.1213889,grangeville
44.6336111,-121.1283333,madras
29.9477778,-85.4180556,mexico beach
48.783333,-123.7,duncan (canada)
34.1083333,-117.2888889,san bernardino
40.7583333,-82.5155556,mansfield
37.3602778,-90.6975,annapolis
45.859011,-122.815818,st.helens (uk/england)
36.0525,-95.7905556,broken arrow
37.6438889,-98.7372222,pratt
43.2369444,-94.0411111,titonka
40.7141667,-74.0063889,new york
33.0197222,-96.6986111,plano
41.42964,-75.652919,scranton/dickson
35.2269444,-80.8433333,charlotte
40.7141667,-74.0063889,new york city
42.4452778,-94.1255556,coalville
39.5297222,-119.8127778,reno
38.6786111,-121.7722222,woodland
52.355518,-1.17432,uk/england
48.759553,-122.488225,bellignham
45.6388889,-122.6602778,vancouver
43.0116667,-88.2313889,waukesha
56.55,-2.583333,arbroath (uk/scotland)
36.0330556,-86.7827778,brentwood
47.6063889,-122.3308333,seattle
47.6063889,-122.3308333,seattle
43.9525,-73.7288889,north hudson
32.7847222,-85.3058333,cusseta
40.155,-75.8902778,morgantown
40.5791667,-74.4119444,south plainfield
35.3991667,-78.8161111,lillington
26.525,-80.0666667,boynton beach
40.6936111,-89.5888889,peoria
36.8527778,-75.9783333,virginia beach
43.7,-79.566667,etobicoke (canada)
40.4405556,-79.9961111,pittsburgh
37.557164,-121.997195,lancaster/freemont
39.2072222,-86.2511111,nashville
39.2666667,-81.5616667,parkersburg (outside of)
51.516667,-0.7,maidenhead (uk/england)
35.615,-87.0352778,columbia
33.8752778,-117.5655556,corona
33.6608333,-95.5552778,paris
51.514125,-0.093689,london (uk/england)
40.0427778,-86.1275,westfield
33.4222222,-111.8219444,mesa
47.7741667,-96.6077778,crookston
36.2558333,-77.9361111,hollister
35.1216667,-120.6202778,grover beach
37.7044444,-91.8663889,edgar springs
51.65,-0.2,barnet (uk/england)
29.7933333,-100.6744444,carta valley
42.0358333,-91.6819444,hiawatha
36.1536111,-83.7825,corryton
51.666667,-3.0,gwent (uk/wales)
53.416667,-3.0,liverpool (uk/england)
52.466667,-1.916667,birmingham (uk/england)
34.0522222,-118.2427778,los angeles
34.1336111,-117.9066667,azusa
42.5091667,-84.6558333,eaton rapids
54.911944,-1.383333,sunderland (uk/england)
36.2522222,-85.9516667,carthage
46.6022222,-120.5047222,yakima
40.8647222,-74.2586111,north caldwell
44.0216667,-92.4697222,rochester
42.4436111,-82.9069444,grosse pointe woods
30.5080556,-97.6786111,round rock
36.7477778,-119.7713889,fresno
36.1658333,-86.7844444,nashville
39.777768,-83.6836,london/s. charleston (between)
33.3316667,-105.6725,ruidoso
38.6302778,-82.6675,pedro
30.2944444,-81.3933333,jacksonville beach
35.3733333,-119.0177778,bakersfield
33.5422222,-117.7822222,laguna beach
47.1719444,-122.5172222,lakewood
49.662979,6.13324,walferdange (luxembourge)
26.7052778,-80.0366667,west palm beach
40.256648,-79.818468,elizabeth township
59.2358333,-135.445,haines
27.8658333,-82.3266667,riverview
37.3394444,-121.8938889,san jose
50.966667,-0.133333,burgess hill (uk/england)
30.3583333,-103.6605556,alpine
27.7705556,-82.6794444,st. petersburg
37.0583333,-120.8488889,los banos
42.083067,-73.983003,saugerties/palenville
37.6688889,-122.0797222,hayward
40.330666,-74.120975,lincroft
34.2625,-118.4261111,pacoima
35.860374,-83.5389,sevierville/pigeon forge
41.3705556,-81.0652778,parkman
30.3319444,-81.6558333,jacksonville
26.9338889,-80.0944444,jupiter
42.8886111,-88.0383333,franklin
34.433237,-117.646792,pi&ntilde;on hills
33.5508333,-79.0416667,murrells inlet
39.917863,-83.059653,geneva hills
41.6088889,-73.6822222,poughquag
34.2255556,-77.945,wilmington
41.5933333,-73.0858333,oakville
41.8994444,-87.9402778,elmhurst
42.6344444,-71.2463889,north tewksbury
51.6,-2.95,christchurch (uk/england)
36.175,-115.1363889,las vegas
36.175,-115.1363889,las vegas (north of)
37.5736111,-113.7183333,enterprise
28.6488889,-81.3513889,fern park
36.175,-115.1363889,las vegas
41.85,-87.65,chicago
39.74,-75.068333,washington township
27.664827,-81.515754,big cypress parks
33.4483333,-112.0733333,phoenix
42.42,-76.8491667,burdett
37.6941667,-122.0852778,castro valley
38.8486111,-76.9241667,suitland
38.0280556,-121.8836111,pittsburg
38.3269444,-122.7061111,cotati
40.286812,-76.723776,union deposit-hoernerstown
35.026667,33.950278,sotira
32.2216667,-110.9258333,tucson
42.2711111,-89.0938889,rockford
42.2711111,-89.0938889,rockford
42.2711111,-89.0938889,rockford
29.7630556,-95.3630556,houston
45.055857,-77.854881,bancroft (canada)
33.377071,-93.981296,mt. pleasant/texarkana (between&#44  on i30)
39.0997222,-94.5783333,kansas city (suburb of)
30.3569444,-87.1638889,gulf breeze
55.135307,-101.097164,cold lake/sherridon (canada)
43.0008333,-73.8494444,ballston spa
36.8255556,-79.3983333,chatham
51.75,-0.333333,st. albans (uk/england)
36.8527778,-75.9783333,virginia beach
34.09,-117.8894444,covina
33.6230556,-95.6991667,brookston
45.5236111,-122.675,portland
47.6063889,-122.3308333,seattle
38.4344444,-82.1325,milton
41.4827778,-87.3327778,merrillville
47.6063889,-122.3308333,seattle
41.8088889,-88.0111111,downers grove
46.216667,-63.483333,victoria (canada)
42.3583333,-71.0602778,boston
25.740174,-100.378335,orlando
38.2680556,-76.0680556,bishops head
-35.27603,149.13435,canberra (australia)
36.7477778,-119.7713889,fresno
26.7052778,-80.0366667,west palm beach
39.205,-76.6530556,linthicum
42.325,-71.0958333,west roxbury (subtown of boston)
33.7797222,-116.4644444,cathedral city
41.52,-81.4888889,lyndhurst
33.6694444,-117.8222222,irvine
40.6686111,-74.1147222,bayonne
48.95,-88.283333,red rock (canada)
39.9675,-87.2775,kingman
27.1188889,-82.4444444,nokomis
40.6936111,-89.5888889,peoria
41.7625,-70.7222222,wareham
41.7355556,-122.6333333,yreka
49.1,-122.65,langley (canada)
-36.797887,175.112792,wiaheke island (new zealand)
45.666667,-72.15,richmond (canada)
4.533333,-75.65,calarca (colombia)
47.2152778,-123.0994444,shelton
38.3980556,-85.755,sellersburg
33.5805556,-112.2366667,peoria
31.1497222,-81.4916667,brunswick
34.0105556,-95.5094444,hugo
28.9002778,-81.2638889,deltona
46.8722222,-113.9930556,missoula
40.5005556,-75.0730556,erwinna
38.780114,-77.386653,clifton
46.8722222,-113.9930556,missoula
30.2669444,-97.7427778,austin
45.6797222,-111.0377778,bozeman
34.413056,-110.564444,heber/overgaard
41.4169444,-87.3652778,crown point
51.765908,0.667367,suffolk/cambridgeshire/essex/london (uk/england)
34.1975,-119.1761111,oxnard
39.7491667,-77.3833333,carroll valley
29.042759,-81.92925,ocalawaha
47.4830556,-122.2158333,renton
47.9791667,-122.2008333,everett
33.9791667,-118.0319444,whittier
39.1619444,-84.4569444,cincinnati
41.6411111,-88.4472222,yorkville
28.0341667,-80.5888889,palm bay
40.0377778,-76.3058333,lancaster
34.1808333,-118.3080556,burbank
42.5030556,-83.1836111,berkley
52.583333,-2.133333,wolverhampton (uk/england)
40.9866667,-75.195,stroudsburg
40.6366667,-74.9102778,clinton
41.9211111,-73.0605556,winsted
37.0758333,-94.6394444,galena
40.6766667,-95.8588889,nebraska city
36.663447,-87.47739,ft. campbell
36.2466667,-77.9569444,essex
-27.47101,153.024292,brisbane (australia)
39.1619444,-84.4569444,cincinnati
39.7683333,-86.1580556,indianapolis
47.4236111,-120.3091667,wenatchee
40.015,-105.27,boulder
35.0975,-98.7461111,mountain view
35.7511111,-86.93,spring hill
32.2216667,-110.9258333,tucson
32.4608333,-84.9877778,columbus
46.1469444,-122.9072222,kelso
40.0580556,-82.4013889,newark
38.5891667,-121.3016667,rancho cordova
42.2208333,-70.9402778,weymouth
27.9655556,-82.8002778,clearwater
64.8377778,-147.7163889,fairbanks
34.7538889,-77.4305556,jacksonville
38.5816667,-121.4933333,sacramento
30.5080556,-97.6786111,round rock
33.8536111,-118.1330556,lakewood
32.7152778,-117.1563889,san diego
33.9166667,-117.8991667,brea
32.755965,-88.028907,boilgee
33.4933333,-112.3572222,litchfield park
41.6827778,-88.3513889,oswego
31.9972222,-102.0775,midland
25.047664,55.181741,dubai (u.a.r.)
32.7152778,-117.1563889,san diego (north coastal area)
42.1211111,-88.2577778,carpentersville
45.416667,-75.7,ottawa (canada)
64.8377778,-147.7163889,fairbanks
36.8466667,-88.2391667,fairdealing
27.2541667,-80.23,jensen beach
43.3044444,-70.9761111,rochester
43.0716667,-70.7630556,portsmouth
51.514125,-0.093689,london (uk/england)
41.2863889,-96.2341667,elkhorn
35.6752778,-83.7558333,townsend
41.0858333,-79.8336111,hilliards
38.2972222,-122.2844444,napa
40.5430556,-74.3636111,metuchen
34.7369444,-82.2544444,simpsonville
-27.927513,153.194305,tamborine mountain (australia)
43.4925,-70.4538889,biddeford
32.2686111,-107.7580556,deming
46.083972,14.506534,ljubljana-siska (slovenia)
38.550608,-90.333172,afton
38.6272222,-90.1977778,st. louis
36.0102778,-84.2697222,oak ridge
43.4697222,-111.9658333,ammon
46.216667,-63.483333,victoria (canada)
42.8666667,-88.3333333,mukwonago
33.0197222,-96.6986111,plano
37.9747222,-87.5558333,evansville
39.3622222,-86.0847222,nineveh
37.6775,-113.0611111,cedar city
37.3022222,-120.4819444,merced
64.8377778,-147.7163889,fairbanks
44.9444444,-93.0930556,st. paul
34.3527778,-82.9322222,hartwell
41.0327778,-81.2486111,randolph
31.812438,-106.421321,fort bliss
32.6833333,-84.7383333,waverly hall
44.3877778,-71.1736111,gorham
-8.783195,-124.508523,pacific ocean
21.3069444,-157.8583333,honolulu
29.4802778,-89.6938889,port sulphur
-31.95224,115.861397,perth (western australia)
42.9075,-72.0630556,dublin
42.3313889,-83.0458333,detroit (metro area)
34.2483333,-117.1883333,lake arrowhead
35.24804,-75.539315,cape hatteras
33.35625,-116.864932,mt. palomar
33.985138,-81.038162,columbia/denmark (between; on us 321)
45.5236111,-122.675,portland
33.0841667,-96.5763889,lucas
38.6244444,-76.9394444,waldorf
39.41,-74.365,brigantine
42.4391667,-123.3272222,grants pass
35.517491,-86.580447,laffolette
40.847807,-74.574725,randolph
40.633125,-89.398528,illinois (rural)
63.694167,-170.478889,savoonga&#44 st. lawrence island
37.964253,-91.831833,bolivar - 170th &amp; 326th road junction
47.7544444,-122.1622222,woodinville
32.5355556,-93.4108333,doyline
37.165,-118.2886111,big pine
36.175,-115.1363889,las vegas
42.7341667,-90.4783333,platteville
42.8566667,-85.3802778,alto
34.12423,-116.418189,yucca valley/morongo valley
34.048928,-111.093731,unincorporated
54.911944,-1.383333,sunderland (uk/england)
28.6986111,-81.3083333,winter springs
49.25,-123.133333,vancouver (canada)
40.6638889,-74.2111111,elizabeth
34.1841667,-118.9097222,newbury park
34.0238889,-118.1711111,east los angeles
35.1980556,-111.6505556,flagstaff
28.1508333,-82.4616667,lutz
45.1475,-122.5758333,molalla
29.1869444,-82.1402778,ocala
39.8027778,-105.0869444,arvada
34.0469444,-87.5497222,lynn
43.7977778,-123.0583333,cottage grove
29.7630556,-95.3630556,houston
40.7141667,-74.0063889,new york city (bronx)
47.7086111,-91.9444444,babbitt
-40.914234,175.00838,paraparaumu
35.1980556,-111.6505556,flagstaff
36.2961111,-119.1411111,exeter
47.6105556,-122.1994444,bellevue
42.7883333,-71.2013889,salem
36.9902778,-86.4436111,bowling green
38.3497222,-94.5888889,amsterdam
36.9902778,-86.4436111,bowling green
35.18,-120.7308333,avila beach (diablo canyon nucular power plant)
37.7416667,-121.1233333,ripon
39.6066667,-75.8336111,elkton
41.5647222,-72.1544444,fitchville
34.1808333,-118.3080556,burbank
5.263234,100.484623,penang (malaysia)
3.792596,101.858394,raub&#44 pahang (malaysia)
39.0916667,-104.8722222,monument
38.3488889,-122.5097222,eldridge
37.775,-122.4183333,san francisco
32.7833333,-96.8,dallas (near??)
32.7833333,-96.8,dallas
32.7833333,-96.8,dallas
40.2986111,-83.0680556,delaware
41.4169444,-87.3652778,crown point
31.968599,-99.901813,n./a
53.533333,-1.116667,doncaster (uk/england)
1.537886,103.660874,skudai (malaysia)
34.9530556,-120.4347222,santa maria
37.3861111,-122.0827778,mountain view
47.6588889,-117.425,spokane
47.6588889,-117.425,spokane
41.6833333,-86.25,south bend
33.5205556,-86.8025,birmingham
34.0522222,-118.2427778,los angeles
28.5997222,-81.3394444,winter park
-37.813938,144.963425,melbourne (australia)
34.9594444,-84.9527778,cohutta
33.9163889,-118.3516667,hawthorne
40.858433,-74.163755,clifton
35.8455556,-86.3902778,murfreesboro
35.2619444,-81.1875,gastonia
44.8944444,-71.4963889,colebrook
27.8425,-82.6997222,pinellas park
40.0697222,-81.8825,adamsville
43.755199,-79.526996,nj/toronto (between) (canada)
47.3811111,-122.2336111,kent
40.0697222,-81.8825,adamsville
40.0697222,-81.8825,adamsville
33.4936111,-117.1475,temecula
41.4886111,-75.7088889,clarks summit
58.380685,26.725015,tartu (estonia)
33.5225,-117.7066667,laguna niguel
34.9552778,-90.0347222,horn lake
33.6680556,-117.3263889,lake elsinore
47.3294444,-122.5788889,gig harbor (olalla)
20.653407,-105.225332,puerto vallarta (mexico)
45.06,-74.91,lunenburg (canada)
51.083333,-114.083333,calgary (canada)
41.3686111,-81.6380556,independence
34.9247222,-81.0252778,rock hill
51.514125,-0.093689,london (uk/england)
44.01,-69.8988889,bowdoinham
34.0522222,-118.2427778,los angeles
43.6727778,-84.3805556,sanford
47.2372222,-93.53,grand rapids
42.6458333,-85.2908333,hastings
35.2269444,-80.8433333,charlotte
28.5380556,-81.3794444,orlando
29.9911111,-93.9583333,port neches
29.210815,-81.022833,daytona beach to tampa
28.8002778,-81.2733333,sanford
33.4222222,-111.8219444,mesa
47.0380556,-122.8994444,olympia
33.415,-111.5488889,apache junction
33.7738889,-117.9405556,garden grove
32.216316,-80.752608,hilton head
39.890946,-75.283796,folcroft
33.7738889,-117.9405556,garden grove
28.8525,-81.6855556,eustis
29.9022222,-90.3880556,boutte
32.5563889,-95.8630556,canton
27.9655556,-82.8002778,clearwater
